source,file,color,label,cpl_mean,cpl_median,cpl_variance,cpl_max,cpl_p90,zero_cpl_rate,top1_rate,top3_rate,top5_rate,max_consecutive_top1,cpl_opening,cpl_middlegame,cpl_endgame,varianza_eval,curtosis_eval,asimetria_eval,inversiones_ventaja,entropia_eval
legal,partida_2.pgn,white,0,62.666666666666664,8.5,8987.333333333336,292.0,232.30000000000004,0.4444444444444444,0.3888888888888889,0.6111111111111112,0.7777777777777778,2.0,13.5,74.5,100.0,96897.25,0.07632344320803197,0.9331100009056663,6.0,1.7060571156426696
legal,partida_2.pgn,black,0,106.17647058823529,25.0,41743.08650519032,829.0,274.6,0.29411764705882354,0.29411764705882354,0.5882352941176471,0.6470588235294118,2.0,15.6,52.8,209.0,81113.32179930795,-0.002449687528056632,-1.1241393835456115,4.0,1.6915591643104233
legal,partida_20.pgn,white,0,47.73684210526316,4.0,7111.562326869806,329.0,173.4,0.3157894736842105,0.3157894736842105,0.5789473684210527,0.7894736842105263,3.0,15.333333333333334,37.166666666666664,84.57142857142857,4955496.127423823,13.730271148571148,3.9415906255633653,4.0,0.8569977547780645
legal,partida_20.pgn,black,0,599.1111111111111,14.5,5220608.765432099,10013.0,263.50000000000006,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.7222222222222222,4.0,58.5,23.0,1715.8333333333333,5157864.645061729,12.774743547586871,-3.8213859101226033,4.0,0.8544149816001836
legal,partida_21.pgn,white,0,289.27777777777777,4.0,2364550.3672839506,9382.0,98.5,0.4444444444444444,0.4444444444444444,0.7222222222222222,0.75,3.0,23.416666666666668,41.416666666666664,803.0,7368215.876543211,6.992004018766632,2.9881537112529934,8.0,0.9195027255617332
legal,partida_21.pgn,black,0,586.0,33.0,4659986.4,9411.0,256.20000000000016,0.3142857142857143,0.3142857142857143,0.5714285714285714,0.7428571428571429,2.0,36.54545454545455,42.27272727272727,1511.0,7524814.478367347,6.665981577562867,-2.9335956407489308,2.0,0.9719232261499327
legal,partida_22.pgn,white,0,52.89473684210526,0.0,18101.041551246544,576.0,116.5999999999999,0.5789473684210527,0.5789473684210527,0.7368421052631579,0.8421052631578947,4.0,6.5,98.66666666666667,53.42857142857143,5140483.296398893,13.745143522380591,3.944355703429599,2.0,0.708018976056273
legal,partida_22.pgn,black,0,619.5,0.0,5280410.916666667,10062.0,309.7000000000005,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.7777777777777778,5.0,2.1666666666666665,26.166666666666668,1830.1666666666667,5355479.361111112,12.730413232091218,-3.812055005187566,2.0,0.42584844923858134
legal,partida_23.pgn,white,0,50.294117647058826,58.0,2030.4429065743946,140.0,111.0,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.7647058823529411,3.0,21.4,57.0,66.14285714285714,1263.9100346020762,-0.4819465728998029,-0.23037268171498712,3.0,2.3947004058583334
legal,partida_23.pgn,black,0,54.25,36.0,3667.8125,162.0,159.0,0.375,0.375,0.4375,0.5625,2.0,33.6,75.4,53.833333333333336,2654.08984375,-0.9745354295461675,-0.03373232375311561,0.0,2.5126585295298014
legal,partida_24.pgn,white,0,419.9148936170213,7.0,3358474.375735628,9296.0,111.4,0.40425531914893614,0.40425531914893614,0.7659574468085106,0.851063829787234,4.0,26.0,53.53333333333333,1090.764705882353,72125.08465368945,0.33528494411373666,1.0690777201649908,2.0,2.4898266311493016
legal,partida_24.pgn,black,0,246.19565217391303,16.0,1816422.5921550088,9277.0,143.5,0.34782608695652173,0.34782608695652173,0.5652173913043478,0.6956521739130435,3.0,36.13333333333333,45.13333333333333,631.625,2063648.0850661627,38.634913412658676,-6.282506168916708,2.0,1.034344923137598
legal,partida_25.pgn,white,0,331.71875,12.5,2479549.2021484375,9090.0,194.10000000000005,0.40625,0.40625,0.625,0.75,5.0,38.9,56.2,805.3333333333334,113382.30859375,-0.6998288185705999,0.8738899304372668,2.0,2.6886680288690092
legal,partida_25.pgn,black,0,356.9032258064516,33.0,2525221.7003121763,9049.0,167.0,0.2903225806451613,0.25806451612903225,0.6129032258064516,0.6129032258064516,3.0,37.0,101.9,879.5454545454545,2985820.3059313213,24.41330134393217,-5.0600370567289925,0.0,1.0567210029468006
legal,partida_26.pgn,white,0,55.0,20.0,9049.813953488372,400.0,145.60000000000008,0.3488372093023256,0.32558139534883723,0.6744186046511628,0.813953488372093,3.0,30.071428571428573,59.5,74.06666666666666,26936.963764196862,0.6145221226067026,0.8752261043020898,12.0,2.8154405315399944
legal,partida_26.pgn,black,0,72.61904761904762,30.5,10978.473922902494,446.0,213.59999999999997,0.30952380952380953,0.30952380952380953,0.6190476190476191,0.6428571428571429,5.0,29.5,75.71428571428571,112.64285714285714,26782.914399092973,-0.2746143381006041,-0.49120427347984347,5.0,2.870751677105638
legal,partida_27.pgn,white,0,84.04761904761905,16.0,23516.14058956916,610.0,205.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7619047619047619,1.0,15.428571428571429,112.14285714285714,124.57142857142857,74052.84807256234,-1.3558790877764795,-0.5620056732526946,7.0,2.2274376530946975
legal,partida_27.pgn,black,0,50.333333333333336,0.0,6767.841269841268,276.0,163.0,0.5238095238095238,0.5238095238095238,0.5714285714285714,0.6666666666666666,7.0,35.0,116.0,0.0,97745.18820861678,-1.3187111840074366,0.6596228934003538,5.0,2.306336270507494
